CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-8-12,27,23,18,18,17,15,94,75,42,1023,1021,1020,31,10,5,23,14,,0.00,6,,30
2015-8-13,31,23,16,20,17,15,94,73,38,1021,1015,1009,31,11,5,26,16,45,7.87,5,Rain-Thunderstorm,54
2015-8-14,27,22,18,20,18,16,100,81,48,1010,1008,1006,29,9,2,24,11,,0.00,7,Rain-Thunderstorm,194
2015-8-15,22,19,16,19,17,15,100,90,68,1014,1009,1005,31,10,3,21,8,,8.89,6,Rain-Hail,283
2015-8-16,18,16,13,15,14,11,100,88,58,1016,1015,1013,31,9,5,19,10,,0.25,8,Rain-Snow,318
2015-8-17,16,14,12,15,13,12,100,94,82,1016,1014,1012,31,10,3,21,11,,3.05,7,Rain,289
2015-8-18,19,16,12,13,12,9,100,86,54,1017,1013,1012,31,10,6,23,18,,0.00,7,Rain,231
2015-8-19,23,18,13,12,11,10,88,66,36,1022,1019,1017,31,11,10,18,8,,0.00,7,Rain,174
2015-8-20,26,18,11,16,12,10,94,66,31,1023,1022,1021,31,12,10,11,6,,0.00,5,,162
2015-8-21,27,19,12,16,14,12,100,75,36,1024,1023,1021,31,10,5,11,5,,0.00,3,,166
2015-8-22,27,21,15,13,12,9,77,50,23,1021,1018,1013,31,15,10,19,10,,0.00,3,,113
2015-8-23,27,22,16,17,13,9,100,71,24,1014,1006,1002,31,9,2,29,13,52,7.11,6,Rain-Thunderstorm,135
2015-8-24,24,18,13,17,16,13,100,85,46,1004,1001,998,27,7,0,35,10,58,3.05,7,Fog-Rain-Thunderstorm,165
2015-8-25,21,18,14,15,13,9,100,84,39,1014,1008,1000,31,10,5,32,24,42,3.05,6,Rain,217
2015-8-26,27,21,15,18,16,14,95,72,41,1013,1010,1005,19,10,10,29,21,45,2.03,6,Rain,191
2015-8-27,18,16,13,18,14,12,100,90,64,1012,1010,1007,23,11,10,27,14,,6.10,7,Rain,202
2015-8-28,22,17,11,15,13,11,100,85,43,1022,1016,1012,31,9,5,19,11,,0.00,5,,218
2015-8-29,25,17,8,16,12,8,100,77,37,1023,1021,1018,31,11,6,11,3,,0.00,4,,132
2015-8-30,29,23,17,23,19,14,100,82,53,1019,1016,1014,31,10,3,23,11,45,0.00,6,Rain-Thunderstorm,46
2015-8-31,30,24,18,20,18,17,96,82,39,1016,1010,1007,31,11,6,40,14,58,3.05,6,Rain-Thunderstorm,219
2015-9-1,20,16,10,17,14,10,100,83,52,1018,1012,1009,29,11,10,23,14,,0.00,7,Rain,305
2015-9-2,18,13,8,13,11,8,100,87,48,1018,1016,1015,31,12,6,18,6,,2.03,7,Rain,233
2015-9-3,18,13,9,13,11,9,100,88,51,1016,1014,1013,31,8,0,21,6,,0.51,6,Fog-Rain-Thunderstorm,219
2015-9-4,17,12,8,12,11,8,100,85,54,1015,1014,1013,24,10,4,29,18,,1.02,7,Rain,239
2015-9-5,16,12,9,14,12,7,100,88,62,1020,1016,1013,31,11,5,29,18,48,2.03,6,Rain,266
2015-9-6,17,12,8,12,9,8,100,79,49,1027,1024,1020,31,13,5,26,13,,0.51,7,Rain,277
2015-9-7,18,14,12,14,12,11,100,85,64,1028,1026,1025,31,11,5,19,11,,0.25,8,Rain,298
2015-9-8,17,14,11,13,12,11,100,86,59,1028,1026,1024,29,11,5,14,8,,0.00,8,Rain-Snow,349
2015-9-9,19,14,9,13,11,9,100,81,48,1025,1023,1022,31,11,3,23,10,,0.00,5,,47
2015-9-10,20,14,9,10,9,8,88,68,40,1023,1022,1020,31,11,10,24,13,,0.00,2,,64
2015-9-11,21,14,9,11,9,7,93,68,33,1021,1017,1014,31,12,10,16,11,29,0.00,1,,84
2015-9-12,22,17,11,17,13,9,100,79,54,1015,1012,1010,31,12,5,24,11,,2.03,7,Rain,151
2015-9-13,20,16,12,16,14,11,100,87,67,1012,1007,1001,31,10,5,21,10,,2.03,7,Rain,151
2015-9-14,20,16,12,16,13,8,100,86,65,1003,1000,998,11,9,3,34,14,,4.06,6,Rain,186
2015-9-15,18,14,10,10,8,7,88,70,41,1003,1001,1000,10,10,10,40,21,61,0.00,6,Rain,191
2015-9-16,19,15,11,18,15,8,100,92,71,1002,992,989,31,10,3,26,14,37,7.11,7,Rain,148
2015-9-17,16,14,12,14,13,11,100,89,69,1009,999,990,14,9,5,35,21,50,8.89,6,Rain,212
2015-9-18,19,14,9,14,12,9,100,87,54,1016,1013,1009,26,10,5,29,13,45,1.02,6,Rain,185
2015-9-19,18,14,12,14,12,9,100,89,62,1026,1020,1016,31,9,3,21,10,,0.25,7,Rain,259
2015-9-20,19,13,7,12,9,7,100,83,47,1026,1024,1021,31,10,2,19,6,,0.00,5,,251
2015-9-21,18,12,7,12,9,7,100,82,49,1022,1015,1007,31,10,5,21,10,,3.05,6,Rain,201
2015-9-22,17,13,11,13,12,10,100,94,64,1008,1001,998,31,10,5,21,13,,10.92,7,Rain,206
2015-9-23,16,12,9,14,12,9,100,95,82,1015,1007,1001,27,9,3,21,13,,3.05,6,Rain,253
2015-9-24,18,13,9,14,11,9,100,88,59,1019,1016,1014,31,11,5,29,14,,1.02,7,Rain,206
2015-9-25,17,13,9,13,11,8,100,88,49,1025,1021,1019,31,9,2,18,10,,0.00,6,Rain,242
2015-9-26,17,11,4,11,8,5,100,87,44,1030,1027,1025,31,9,0,21,5,,0.00,4,Fog-Rain,358
2015-9-27,17,11,5,11,7,5,100,88,39,1036,1032,1029,26,7,0,24,10,,0.00,2,Fog,33
2015-9-28,18,11,5,11,8,5,100,86,44,1038,1036,1035,31,9,0,23,11,,0.00,2,Fog,41
2015-9-29,18,12,6,9,7,6,100,72,38,1036,1035,1033,31,11,6,29,14,45,0.00,4,,59
2015-9-30,18,13,8,8,7,6,93,66,35,1035,1033,1031,31,11,10,32,16,47,0.00,1,,65
2015-10-1,17,11,6,8,6,5,100,72,36,1033,1030,1028,31,13,6,29,14,,0.00,1,,53
2015-10-2,18,10,2,8,5,2,100,78,36,1029,1025,1018,31,11,6,19,10,,0.00,1,,45
2015-10-3,19,11,3,13,8,3,100,90,45,1019,1015,1013,31,9,1,13,5,,0.00,6,,255
2015-10-4,18,11,4,12,8,4,100,92,53,1016,1015,1014,31,5,0,16,5,,0.00,3,Fog,183
2015-10-5,17,12,8,14,11,8,100,86,62,1015,1010,1005,31,10,5,21,10,,6.10,7,Rain,136
2015-10-6,18,16,13,17,15,13,100,96,84,1005,1002,1000,23,7,1,14,10,,0.51,7,Rain,153
2015-10-7,17,14,13,15,13,13,100,92,76,1015,1009,1003,31,10,3,29,16,42,0.00,7,Rain,201
2015-10-8,15,13,11,13,12,8,100,90,59,1022,1019,1015,31,9,2,18,11,,0.00,8,Rain,241
2015-10-9,17,11,4,10,8,5,100,89,43,1023,1022,1021,27,8,0,14,3,,0.00,6,Fog,213
2015-10-10,12,10,7,12,9,5,100,89,73,1022,1020,1018,13,8,5,21,10,,0.00,7,,41
2015-10-11,12,8,3,5,3,1,93,71,44,1019,1017,1016,31,12,9,21,14,,0.00,1,,64
2015-10-12,12,6,1,4,2,0,100,75,42,1019,1017,1016,31,13,5,14,11,,0.00,5,,55
2015-10-13,5,3,1,2,2,0,100,86,70,1022,1018,1016,14,8,5,27,11,,0.00,7,,20
2015-10-14,4,3,2,4,3,2,100,95,79,1022,1019,1018,14,8,3,19,8,,6.10,7,Rain,39
2015-10-15,7,3,-1,6,4,-1,100,97,92,1020,1018,1016,10,3,1,14,10,,2.03,7,Fog-Rain,348
2015-10-16,8,7,6,7,7,6,100,96,83,1019,1017,1016,6,3,0,11,6,,5.08,8,Fog-Rain,218
2015-10-17,9,8,6,7,6,5,100,91,68,1019,1017,1016,31,6,0,11,5,,0.00,8,Fog-Rain,152
2015-10-18,10,7,3,8,6,2,100,90,61,1021,1019,1018,16,5,0,10,5,,0.00,8,Fog-Rain,331
2015-10-19,12,10,8,11,9,8,100,94,82,1024,1022,1019,13,5,0,13,6,,0.00,8,Fog-Rain,354
2015-10-20,12,8,4,10,8,4,100,93,74,1025,1023,1022,29,7,0,23,6,,0.00,7,Fog-Rain,293
2015-10-21,13,8,3,10,7,3,100,94,70,1024,1020,1015,11,4,0,23,8,,0.51,7,Fog-Rain-Snow,203
2015-10-22,14,12,10,13,11,9,100,94,81,1021,1015,1013,26,8,2,21,16,,1.02,8,Rain-Snow,234
2015-10-23,14,11,8,9,8,6,94,78,48,1025,1022,1021,31,13,10,13,6,,0.00,8,,199
2015-10-24,14,12,9,9,8,8,94,81,59,1021,1017,1015,31,13,10,14,6,,0.00,8,Rain,178
2015-10-25,14,11,7,11,9,6,100,85,56,1026,1023,1017,31,10,2,11,6,,0.00,7,Rain,327
2015-10-26,16,11,6,10,9,7,100,86,60,1024,1020,1016,26,8,0,16,10,,0.00,6,Fog,112
2015-10-27,18,12,6,11,9,6,100,84,51,1016,1014,1012,21,9,3,14,8,,0.00,4,,125
2015-10-28,14,11,8,11,9,7,100,88,70,1012,1010,1009,14,8,4,14,10,,0.25,7,Rain,138
2015-10-29,16,11,7,11,10,7,100,86,56,1022,1016,1011,29,9,3,19,10,,0.00,6,Rain,197
2015-10-30,15,10,6,10,8,5,100,85,58,1026,1024,1022,23,10,5,14,10,,0.00,4,,124
2015-10-31,16,10,5,9,7,5,100,82,48,1028,1025,1024,11,7,2,14,10,,0.00,1,,122
2015-11-1,18,10,2,10,6,2,100,92,49,1031,1029,1028,18,5,0,11,5,,0.00,1,Fog,135
2015-11-2,15,8,2,9,5,2,100,93,51,1029,1025,1023,14,5,0,11,5,,0.00,2,Fog-Rain,97
2015-11-3,17,9,2,8,5,2,100,85,45,1023,1020,1018,31,9,0,13,6,,0.00,4,Fog,135
2015-11-4,17,12,7,12,9,6,93,78,52,1019,1017,1016,31,12,10,26,11,,0.00,7,Rain,172
2015-11-5,17,12,8,13,12,8,100,91,71,1020,1018,1016,31,10,3,21,11,39,0.51,7,Rain,172
2015-11-6,18,16,14,16,14,12,100,91,65,1020,1018,1016,31,9,3,26,18,,0.25,7,Rain,202
2015-11-7,19,17,14,16,15,12,100,87,71,1024,1021,1019,31,11,5,35,18,52,0.25,7,Rain,214
2015-11-8,18,12,8,14,11,8,100,87,60,1029,1025,1017,31,8,0,26,11,,0.00,7,Fog,184
2015-11-9,14,14,13,15,12,7,94,78,54,1023,1020,1017,31,11,6,34,24,52,0.00,6,Rain,240
2015-11-10,15,14,13,13,11,7,94,84,55,1024,1023,1022,31,10,5,34,27,42,0.00,8,Rain,230
2015-11-11,14,12,11,11,9,8,94,78,63,1024,1023,1022,31,13,10,24,19,,0.00,8,Rain,213
2015-11-12,15,12,10,11,10,9,94,82,67,1026,1023,1020,31,12,10,19,14,,0.00,8,Rain,198
2015-11-13,14,10,7,11,8,3,93,77,42,1024,1020,1018,31,12,6,48,19,66,3.05,6,Rain,231
2015-11-14,11,8,6,10,7,3,100,85,68,1026,1022,1014,31,12,5,40,23,60,2.03,6,Rain,222
2015-11-15,16,12,8,13,11,9,100,84,64,1014,1012,1010,31,11,3,45,34,66,2.03,7,Rain,241
2015-11-16,13,12,12,12,9,7,100,82,63,1014,1012,1010,29,11,4,34,24,47,0.51,8,Rain,218
2015-11-17,16,13,12,14,12,9,100,86,54,1010,1006,1002,31,11,4,53,23,82,2.03,6,Rain,218
2015-11-18,15,13,12,11,8,6,88,70,51,1016,1011,1004,31,12,6,50,37,82,0.51,7,Rain,237
2015-11-19,13,11,8,9,8,7,100,84,60,1014,1011,1010,31,10,2,40,26,60,6.10,7,Rain,238
2015-11-20,8,6,3,8,6,2,100,87,67,1011,1006,998,26,10,3,29,14,50,1.02,6,Rain,236
2015-11-21,5,3,2,4,2,1,100,91,77,1003,997,994,31,10,5,27,18,,3.05,7,Rain,258
2015-11-22,6,3,0,2,1,-1,100,88,70,1016,1009,1003,31,11,10,21,11,,0.25,5,Rain,282
2015-11-23,7,2,-2,2,0,-3,100,85,57,1025,1022,1017,31,11,5,16,8,,0.00,7,,239
2015-11-24,5,3,1,4,1,-1,100,89,69,1024,1014,1006,31,10,3,32,21,50,4.06,7,Rain-Snow,198
2015-11-25,7,5,3,6,4,2,100,94,81,1010,1006,1005,27,9,3,18,13,,2.03,6,Rain,249
2015-11-26,10,4,-1,5,2,-1,100,92,54,1022,1019,1011,31,9,0,11,6,,0.00,3,Fog-Rain,220
2015-11-27,6,2,-1,4,2,-1,100,90,72,1022,1015,1007,31,10,3,26,13,,0.00,7,Rain,187
2015-11-28,8,6,3,6,4,1,100,85,56,1014,1009,1004,31,11,4,37,24,52,0.51,7,Rain,231
2015-11-29,12,9,6,10,8,5,94,87,68,1011,1008,1007,31,10,5,45,32,66,2.03,7,Rain,230
2015-11-30,13,9,6,11,8,2,100,88,54,1019,1014,1011,31,10,4,40,24,64,12.95,7,Rain,237
2015-12-1,12,10,8,12,9,8,100,95,81,1026,1021,1014,19,7,2,32,16,47,2.03,7,Rain-Snow,247
2015-12-2,13,11,9,9,6,5,88,71,54,1027,1026,1025,29,12,10,26,18,,0.00,8,Rain,208
2015-12-3,12,10,8,6,5,4,81,72,56,1028,1026,1020,31,11,10,21,14,,0.00,8,,189
2015-12-4,11,9,7,9,6,4,100,83,61,1031,1024,1017,31,11,6,29,23,45,1.02,6,Rain,228
2015-12-5,8,7,6,5,3,1,87,72,51,1030,1025,1020,31,12,10,35,24,50,0.00,6,,201
2015-12-6,12,9,6,10,7,3,94,79,61,1026,1021,1019,29,11,6,34,27,50,0.00,8,Rain,207
2015-12-7,14,11,9,9,8,7,94,83,63,1031,1029,1026,27,13,6,19,13,,0.00,7,Rain,181
2015-12-8,13,10,7,10,8,6,96,86,62,1029,1026,1024,31,11,3,26,14,40,1.02,7,Rain,196
2015-12-9,9,7,3,8,5,3,100,86,66,1037,1034,1028,26,12,10,21,14,,0.00,3,,220
2015-12-10,8,6,3,4,2,1,93,82,59,1036,1031,1025,31,11,9,29,19,,0.00,5,,195
2015-12-11,9,7,4,8,5,2,100,91,71,1025,1022,1020,31,10,3,34,23,,2.03,7,Rain-Snow,216
2015-12-12,12,7,3,9,6,2,100,89,71,1024,1020,1014,31,10,5,43,16,63,0.00,7,Rain,213
2015-12-13,8,7,7,9,7,6,100,93,71,1022,1019,1014,21,8,0,43,19,58,1.02,7,Fog-Rain,221
2015-12-14,9,6,3,8,6,3,100,92,71,1022,1019,1018,18,6,0,19,8,,0.00,6,Fog,157
2015-12-15,10,7,3,8,6,3,100,91,75,1023,1021,1019,13,8,0,14,5,,0.25,7,Fog-Rain,155
2015-12-16,13,11,9,12,11,8,100,96,77,1024,1021,1020,19,7,2,24,16,39,3.05,7,Rain,206
2015-12-17,16,14,12,12,12,10,94,86,61,1024,1021,1017,31,12,10,21,18,,0.00,7,Rain,205
2015-12-18,13,12,11,11,9,8,94,82,66,1022,1020,1018,31,13,5,24,18,,0.00,8,Rain,218
2015-12-19,14,12,11,12,10,9,94,86,71,1022,1019,1015,31,11,8,23,16,,0.00,7,,189
2015-12-20,13,11,9,9,8,7,88,75,62,1017,1015,1013,31,14,10,24,14,,0.51,7,Rain,187
2015-12-21,12,11,9,10,8,6,94,83,59,1021,1018,1016,31,11,5,47,24,64,0.25,7,Rain,214
2015-12-22,14,12,10,11,10,7,100,83,56,1022,1019,1016,14,10,6,37,26,61,0.00,7,Rain,211
2015-12-23,12,9,7,10,8,6,94,79,54,1027,1021,1016,31,11,5,35,26,52,0.00,6,Rain,217
2015-12-24,14,10,6,10,7,5,100,84,56,1025,1019,1015,31,11,6,32,18,,4.06,7,Rain,191
2015-12-25,13,10,7,11,8,5,100,88,73,1026,1024,1022,31,11,3,29,16,,0.00,8,Rain-Snow,195
2015-12-26,14,12,11,10,9,7,82,77,66,1024,1023,1022,31,11,10,40,27,55,0.00,5,,215
2015-12-27,13,11,9,9,8,6,82,75,62,1029,1024,1022,31,13,10,29,21,,0.00,7,,209
2015-12-28,11,8,5,7,5,3,93,80,57,1029,1025,1021,31,13,10,14,10,,0.00,4,,132
2015-12-29,11,7,4,7,5,2,93,82,66,1029,1024,1020,31,13,10,19,11,,0.00,6,,172
2015-12-30,9,7,5,6,4,4,93,81,64,1029,1022,1013,31,13,10,23,14,,0.00,6,,149
2015-12-31,11,8,5,7,4,3,93,79,56,1022,1017,1012,31,13,6,29,19,42,0.00,6,Rain,187
